,PANEL,abscisse,ordinate,coord,H_Level_1,H_Level_2,V_Level_1,V_Level_2,V_Level_3,V_Level_4,Target,Modality,Level_1,Performed,Query_number,Result
645,A.1 General,15,34,O34,ECRA_ST,AAA to AA- ,Amounts applying national rules at the reporting date,Provisions,Specific provisions,Specific provisions,E11,AAA to AA- ,Categorie_template_2,True,,3.8865082334000003
646,A.1 General,15,34,O34,ECRA_ST,AAA to AA- ,Amounts applying national rules at the reporting date,Provisions,Specific provisions,Specific provisions,E11,AAA to AA- ,Categorie_template_2,True,,3.8865082334000003
647,A.1 General,15,34,O34,ECRA_ST,AAA to AA- ,Amounts applying national rules at the reporting date,Provisions,Specific provisions,Specific provisions,E11,AAA to AA- ,Categorie_template_2,True,,3.8865082334000003
648,A.1 General,15,34,O34,ECRA_ST,AAA to AA- ,Amounts applying national rules at the reporting date,Provisions,Specific provisions,Specific provisions,E11,AAA to AA- ,Categorie_template_2,True,,3.8865082334000003
649,A.1 General,16,34,P34,ECRA_ST,AAA to AA- ,Amounts applying national rules at the reporting date,Provisions,General provisions,General provisions,E12,AAA to AA- ,Categorie_template_2,True,,5.971903719599999
650,A.1 General,16,34,P34,ECRA_ST,AAA to AA- ,Amounts applying national rules at the reporting date,Provisions,General provisions,General provisions,E12,AAA to AA- ,Categorie_template_2,True,,5.971903719599999
651,A.1 General,16,34,P34,ECRA_ST,AAA to AA- ,Amounts applying national rules at the reporting date,Provisions,General provisions,General provisions,E12,AAA to AA- ,Categorie_template_2,True,,5.971903719599999
652,A.1 General,16,34,P34,ECRA_ST,AAA to AA- ,Amounts applying national rules at the reporting date,Provisions,General provisions,General provisions,E12,AAA to AA- ,Categorie_template_2,True,,5.971903719599999
653,A.1 General,17,34,Q34,ECRA_ST,AAA to AA- ,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,,,,AAA to AA- ,Categorie_template_2,False,,
654,A.1 General,17,34,Q34,ECRA_ST,AAA to AA- ,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,,,,AAA to AA- ,Categorie_template_2,False,,
655,A.1 General,17,34,Q34,ECRA_ST,AAA to AA- ,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,,,,AAA to AA- ,Categorie_template_2,False,,
656,A.1 General,17,34,Q34,ECRA_ST,AAA to AA- ,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,,,,AAA to AA- ,Categorie_template_2,False,,
657,A.1 General,18,34,R34,ECRA_ST,AAA to AA- ,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,On-balance sheet exposures (post-CRM),On-balance sheet exposures (post-CRM),E13,AAA to AA- ,Categorie_template_2,True,,3.8792044044
658,A.1 General,18,34,R34,ECRA_ST,AAA to AA- ,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,On-balance sheet exposures (post-CRM),On-balance sheet exposures (post-CRM),E13,AAA to AA- ,Categorie_template_2,True,,3.8792044044
659,A.1 General,18,34,R34,ECRA_ST,AAA to AA- ,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,On-balance sheet exposures (post-CRM),On-balance sheet exposures (post-CRM),E13,AAA to AA- ,Categorie_template_2,True,,3.8792044044
660,A.1 General,18,34,R34,ECRA_ST,AAA to AA- ,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,On-balance sheet exposures (post-CRM),On-balance sheet exposures (post-CRM),E13,AAA to AA- ,Categorie_template_2,True,,3.8792044044
661,A.1 General,19,34,S34,ECRA_ST,AAA to AA- ,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,Total,E14,AAA to AA- ,Categorie_template_2,True,,5.6068192000999995
662,A.1 General,19,34,S34,ECRA_ST,AAA to AA- ,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,Total,E14,AAA to AA- ,Categorie_template_2,True,,5.6068192000999995
663,A.1 General,19,34,S34,ECRA_ST,AAA to AA- ,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,Total,E14,AAA to AA- ,Categorie_template_2,True,,5.6068192000999995
664,A.1 General,19,34,S34,ECRA_ST,AAA to AA- ,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,Total,E14,AAA to AA- ,Categorie_template_2,True,,5.6068192000999995
665,A.1 General,20,34,T34,ECRA_ST,AAA to AA- ,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,of which: CCR internal models,E15,AAA to AA- ,Categorie_template_2,True,,4.7025909591
666,A.1 General,20,34,T34,ECRA_ST,AAA to AA- ,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,of which: CCR internal models,E15,AAA to AA- ,Categorie_template_2,True,,4.7025909591
667,A.1 General,20,34,T34,ECRA_ST,AAA to AA- ,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,of which: CCR internal models,E15,AAA to AA- ,Categorie_template_2,True,,4.7025909591
668,A.1 General,20,34,T34,ECRA_ST,AAA to AA- ,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,of which: CCR internal models,E15,AAA to AA- ,Categorie_template_2,True,,4.7025909591
669,A.1 General,21,34,U34,ECRA_ST,AAA to AA- ,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,,,,AAA to AA- ,Categorie_template_2,False,,
670,A.1 General,21,34,U34,ECRA_ST,AAA to AA- ,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,,,,AAA to AA- ,Categorie_template_2,False,,
671,A.1 General,21,34,U34,ECRA_ST,AAA to AA- ,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,,,,AAA to AA- ,Categorie_template_2,False,,
672,A.1 General,21,34,U34,ECRA_ST,AAA to AA- ,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,,,,AAA to AA- ,Categorie_template_2,False,,
673,A.1 General,22,34,V34,ECRA_ST,AAA to AA- ,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,Off-balance sheet exposures (post-CCF post-CRM),Off-balance sheet exposures (post-CCF post-CRM),E16,AAA to AA- ,Categorie_template_2,True,,3.7248760876500002
674,A.1 General,22,34,V34,ECRA_ST,AAA to AA- ,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,Off-balance sheet exposures (post-CCF post-CRM),Off-balance sheet exposures (post-CCF post-CRM),E16,AAA to AA- ,Categorie_template_2,True,,3.7248760876500002
675,A.1 General,22,34,V34,ECRA_ST,AAA to AA- ,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,Off-balance sheet exposures (post-CCF post-CRM),Off-balance sheet exposures (post-CCF post-CRM),E16,AAA to AA- ,Categorie_template_2,True,,3.7248760876500002
676,A.1 General,22,34,V34,ECRA_ST,AAA to AA- ,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,Off-balance sheet exposures (post-CCF post-CRM),Off-balance sheet exposures (post-CCF post-CRM),E16,AAA to AA- ,Categorie_template_2,True,,3.7248760876500002
677,A.1 General,24,34,X34,ECRA_ST,AAA to AA- ,Amounts applying revised rules for SA and for CCR exposures,RWA,On-balance sheet exposures,On-balance sheet exposures,E18,AAA to AA- ,Categorie_template_2,True,,4.1632754287400005
678,A.1 General,24,34,X34,ECRA_ST,AAA to AA- ,Amounts applying revised rules for SA and for CCR exposures,RWA,On-balance sheet exposures,On-balance sheet exposures,E18,AAA to AA- ,Categorie_template_2,True,,4.1632754287400005
679,A.1 General,24,34,X34,ECRA_ST,AAA to AA- ,Amounts applying revised rules for SA and for CCR exposures,RWA,On-balance sheet exposures,On-balance sheet exposures,E18,AAA to AA- ,Categorie_template_2,True,,4.1632754287400005
680,A.1 General,24,34,X34,ECRA_ST,AAA to AA- ,Amounts applying revised rules for SA and for CCR exposures,RWA,On-balance sheet exposures,On-balance sheet exposures,E18,AAA to AA- ,Categorie_template_2,True,,4.1632754287400005
681,A.1 General,25,34,Y34,ECRA_ST,AAA to AA- ,Amounts applying revised rules for SA and for CCR exposures,RWA,CCR,CCR,E19,AAA to AA- ,Categorie_template_2,True,,5.4097452357
682,A.1 General,25,34,Y34,ECRA_ST,AAA to AA- ,Amounts applying revised rules for SA and for CCR exposures,RWA,CCR,CCR,E19,AAA to AA- ,Categorie_template_2,True,,5.4097452357
683,A.1 General,25,34,Y34,ECRA_ST,AAA to AA- ,Amounts applying revised rules for SA and for CCR exposures,RWA,CCR,CCR,E19,AAA to AA- ,Categorie_template_2,True,,5.4097452357
684,A.1 General,25,34,Y34,ECRA_ST,AAA to AA- ,Amounts applying revised rules for SA and for CCR exposures,RWA,CCR,CCR,E19,AAA to AA- ,Categorie_template_2,True,,5.4097452357
685,A.1 General,26,34,Z34,ECRA_ST,AAA to AA- ,Amounts applying revised rules for SA and for CCR exposures,RWA,Off-balance sheet exposures,Off-balance sheet exposures,E20,AAA to AA- ,Categorie_template_2,True,,2.96915383081
686,A.1 General,26,34,Z34,ECRA_ST,AAA to AA- ,Amounts applying revised rules for SA and for CCR exposures,RWA,Off-balance sheet exposures,Off-balance sheet exposures,E20,AAA to AA- ,Categorie_template_2,True,,2.96915383081
687,A.1 General,26,34,Z34,ECRA_ST,AAA to AA- ,Amounts applying revised rules for SA and for CCR exposures,RWA,Off-balance sheet exposures,Off-balance sheet exposures,E20,AAA to AA- ,Categorie_template_2,True,,2.96915383081
688,A.1 General,26,34,Z34,ECRA_ST,AAA to AA- ,Amounts applying revised rules for SA and for CCR exposures,RWA,Off-balance sheet exposures,Off-balance sheet exposures,E20,AAA to AA- ,Categorie_template_2,True,,2.96915383081
689,A.1 General,30,34,AD34,ECRA_ST,AAA to AA- ,SA-CCR,"CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","Exposures
(post-CCF, post-CRM)",E23,AAA to AA- ,Categorie_template_2,True,,5.075370759
690,A.1 General,30,34,AD34,ECRA_ST,AAA to AA- ,SA-CCR,"CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","Exposures
(post-CCF, post-CRM)",E23,AAA to AA- ,Categorie_template_2,True,,5.075370759
691,A.1 General,30,34,AD34,ECRA_ST,AAA to AA- ,SA-CCR,"CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","Exposures
(post-CCF, post-CRM)",E23,AAA to AA- ,Categorie_template_2,True,,5.075370759
692,A.1 General,30,34,AD34,ECRA_ST,AAA to AA- ,SA-CCR,"CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","Exposures
(post-CCF, post-CRM)",E23,AAA to AA- ,Categorie_template_2,True,,5.075370759
693,A.1 General,31,34,AE34,ECRA_ST,AAA to AA- ,SA-CCR,"CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)",Difference in RWA,E24,AAA to AA- ,Categorie_template_2,True,,5.6523239290000005
694,A.1 General,31,34,AE34,ECRA_ST,AAA to AA- ,SA-CCR,"CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)",Difference in RWA,E24,AAA to AA- ,Categorie_template_2,True,,5.6523239290000005
695,A.1 General,31,34,AE34,ECRA_ST,AAA to AA- ,SA-CCR,"CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)",Difference in RWA,E24,AAA to AA- ,Categorie_template_2,True,,5.6523239290000005
696,A.1 General,31,34,AE34,ECRA_ST,AAA to AA- ,SA-CCR,"CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)",Difference in RWA,E24,AAA to AA- ,Categorie_template_2,True,,5.6523239290000005
697,A.1 General,32,34,AF34,ECRA_ST,AAA to AA- ,Output floor,"Full non-modelling approach
Leave empty if IMM not applied","Exposures 
(post-CCF, post-CRM)",Total,E25,AAA to AA- ,Categorie_template_2,True,,5.34088690869
698,A.1 General,32,34,AF34,ECRA_ST,AAA to AA- ,Output floor,"Full non-modelling approach
Leave empty if IMM not applied","Exposures 
(post-CCF, post-CRM)",Total,E25,AAA to AA- ,Categorie_template_2,True,,5.34088690869
699,A.1 General,32,34,AF34,ECRA_ST,AAA to AA- ,Output floor,"Full non-modelling approach
Leave empty if IMM not applied","Exposures 
(post-CCF, post-CRM)",Total,E25,AAA to AA- ,Categorie_template_2,True,,5.34088690869
700,A.1 General,32,34,AF34,ECRA_ST,AAA to AA- ,Output floor,"Full non-modelling approach
Leave empty if IMM not applied","Exposures 
(post-CCF, post-CRM)",Total,E25,AAA to AA- ,Categorie_template_2,True,,5.34088690869
701,A.1 General,33,34,AG34,ECRA_ST,AAA to AA- ,Output floor,"Full non-modelling approach
Leave empty if IMM not applied","Exposures 
(post-CCF, post-CRM)",of which: CCR,E26,AAA to AA- ,Categorie_template_2,True,,4.3041404146
702,A.1 General,33,34,AG34,ECRA_ST,AAA to AA- ,Output floor,"Full non-modelling approach
Leave empty if IMM not applied","Exposures 
(post-CCF, post-CRM)",of which: CCR,E26,AAA to AA- ,Categorie_template_2,True,,4.3041404146
703,A.1 General,33,34,AG34,ECRA_ST,AAA to AA- ,Output floor,"Full non-modelling approach
Leave empty if IMM not applied","Exposures 
(post-CCF, post-CRM)",of which: CCR,E26,AAA to AA- ,Categorie_template_2,True,,4.3041404146
704,A.1 General,33,34,AG34,ECRA_ST,AAA to AA- ,Output floor,"Full non-modelling approach
Leave empty if IMM not applied","Exposures 
(post-CCF, post-CRM)",of which: CCR,E26,AAA to AA- ,Categorie_template_2,True,,4.3041404146
705,A.1 General,34,34,AH34,ECRA_ST,AAA to AA- ,Output floor,"Full non-modelling approach
Leave empty if IMM not applied",RWA,RWA,E27,AAA to AA- ,Categorie_template_2,True,,5.060686416899999
706,A.1 General,34,34,AH34,ECRA_ST,AAA to AA- ,Output floor,"Full non-modelling approach
Leave empty if IMM not applied",RWA,RWA,E27,AAA to AA- ,Categorie_template_2,True,,5.060686416899999
707,A.1 General,34,34,AH34,ECRA_ST,AAA to AA- ,Output floor,"Full non-modelling approach
Leave empty if IMM not applied",RWA,RWA,E27,AAA to AA- ,Categorie_template_2,True,,5.060686416899999
708,A.1 General,34,34,AH34,ECRA_ST,AAA to AA- ,Output floor,"Full non-modelling approach
Leave empty if IMM not applied",RWA,RWA,E27,AAA to AA- ,Categorie_template_2,True,,5.060686416899999
709,A.1 General,36,34,AJ34,ECRA_ST,AAA to AA- ,EU-specific: transitional SA-CCR application for credit risk output floor,"Full non-modelling approach 
Use of SA-CCR with alpha = 1 for CCR exposures calculated under the IMM for RWA not subject to a floor, and CR-SA for RWA calculation
Leave empty if IMM not applied","Exposures
(post-CCF, post-CRM)",of which: CCR,E29,AAA to AA- ,Categorie_template_2,True,,4.96926933092
710,A.1 General,36,34,AJ34,ECRA_ST,AAA to AA- ,EU-specific: transitional SA-CCR application for credit risk output floor,"Full non-modelling approach 
Use of SA-CCR with alpha = 1 for CCR exposures calculated under the IMM for RWA not subject to a floor, and CR-SA for RWA calculation
Leave empty if IMM not applied","Exposures
(post-CCF, post-CRM)",of which: CCR,E29,AAA to AA- ,Categorie_template_2,True,,4.96926933092
711,A.1 General,36,34,AJ34,ECRA_ST,AAA to AA- ,EU-specific: transitional SA-CCR application for credit risk output floor,"Full non-modelling approach 
Use of SA-CCR with alpha = 1 for CCR exposures calculated under the IMM for RWA not subject to a floor, and CR-SA for RWA calculation
Leave empty if IMM not applied","Exposures
(post-CCF, post-CRM)",of which: CCR,E29,AAA to AA- ,Categorie_template_2,True,,4.96926933092
712,A.1 General,36,34,AJ34,ECRA_ST,AAA to AA- ,EU-specific: transitional SA-CCR application for credit risk output floor,"Full non-modelling approach 
Use of SA-CCR with alpha = 1 for CCR exposures calculated under the IMM for RWA not subject to a floor, and CR-SA for RWA calculation
Leave empty if IMM not applied","Exposures
(post-CCF, post-CRM)",of which: CCR,E29,AAA to AA- ,Categorie_template_2,True,,4.96926933092
713,A.1 General,3,35,C35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,Exposures post substitution,,,,A+ to A-,Categorie_template_2,False,,
714,A.1 General,3,35,C35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,Exposures post substitution,,,,A+ to A-,Categorie_template_2,False,,
715,A.1 General,3,35,C35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,Exposures post substitution,,,,A+ to A-,Categorie_template_2,False,,
716,A.1 General,3,35,C35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,Exposures post substitution,,,,A+ to A-,Categorie_template_2,False,,
717,A.1 General,4,35,D35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,Exposures post substitution,On-balance sheet exposures (post-CRM),On-balance sheet exposures (post-CRM),E1,A+ to A-,Categorie_template_2,True,,1.588375257
718,A.1 General,4,35,D35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,Exposures post substitution,On-balance sheet exposures (post-CRM),On-balance sheet exposures (post-CRM),E1,A+ to A-,Categorie_template_2,True,,1.588375257
719,A.1 General,4,35,D35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,Exposures post substitution,On-balance sheet exposures (post-CRM),On-balance sheet exposures (post-CRM),E1,A+ to A-,Categorie_template_2,True,,1.588375257
720,A.1 General,4,35,D35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,Exposures post substitution,On-balance sheet exposures (post-CRM),On-balance sheet exposures (post-CRM),E1,A+ to A-,Categorie_template_2,True,,1.588375257
721,A.1 General,5,35,E35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,Exposures post substitution,CCR,Total,E2,A+ to A-,Categorie_template_2,True,,1.1783135956
722,A.1 General,5,35,E35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,Exposures post substitution,CCR,Total,E2,A+ to A-,Categorie_template_2,True,,1.1783135956
723,A.1 General,5,35,E35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,Exposures post substitution,CCR,Total,E2,A+ to A-,Categorie_template_2,True,,1.1783135956
724,A.1 General,5,35,E35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,Exposures post substitution,CCR,Total,E2,A+ to A-,Categorie_template_2,True,,1.1783135956
725,A.1 General,6,35,F35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,Exposures post substitution,CCR,of which: CCR internal models,E3,A+ to A-,Categorie_template_2,True,,1.2587204895
726,A.1 General,6,35,F35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,Exposures post substitution,CCR,of which: CCR internal models,E3,A+ to A-,Categorie_template_2,True,,1.2587204895
727,A.1 General,6,35,F35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,Exposures post substitution,CCR,of which: CCR internal models,E3,A+ to A-,Categorie_template_2,True,,1.2587204895
728,A.1 General,6,35,F35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,Exposures post substitution,CCR,of which: CCR internal models,E3,A+ to A-,Categorie_template_2,True,,1.2587204895
729,A.1 General,7,35,G35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,Exposures post substitution,,,,A+ to A-,Categorie_template_2,False,,
730,A.1 General,7,35,G35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,Exposures post substitution,,,,A+ to A-,Categorie_template_2,False,,
731,A.1 General,7,35,G35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,Exposures post substitution,,,,A+ to A-,Categorie_template_2,False,,
732,A.1 General,7,35,G35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,Exposures post substitution,,,,A+ to A-,Categorie_template_2,False,,
733,A.1 General,8,35,H35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,Exposures post substitution,Off-balance sheet exposures (post-CCF post-CRM),Off-balance sheet exposures (post-CCF post-CRM),E4,A+ to A-,Categorie_template_2,True,,0.79540002155
734,A.1 General,8,35,H35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,Exposures post substitution,Off-balance sheet exposures (post-CCF post-CRM),Off-balance sheet exposures (post-CCF post-CRM),E4,A+ to A-,Categorie_template_2,True,,0.79540002155
735,A.1 General,8,35,H35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,Exposures post substitution,Off-balance sheet exposures (post-CCF post-CRM),Off-balance sheet exposures (post-CCF post-CRM),E4,A+ to A-,Categorie_template_2,True,,0.79540002155
736,A.1 General,8,35,H35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,Exposures post substitution,Off-balance sheet exposures (post-CCF post-CRM),Off-balance sheet exposures (post-CCF post-CRM),E4,A+ to A-,Categorie_template_2,True,,0.79540002155
737,A.1 General,10,35,J35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,RWA,On-balance sheet exposures,On-balance sheet exposures,E6,A+ to A-,Categorie_template_2,True,,1.9818378634
738,A.1 General,10,35,J35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,RWA,On-balance sheet exposures,On-balance sheet exposures,E6,A+ to A-,Categorie_template_2,True,,1.9818378634
739,A.1 General,10,35,J35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,RWA,On-balance sheet exposures,On-balance sheet exposures,E6,A+ to A-,Categorie_template_2,True,,1.9818378634
740,A.1 General,10,35,J35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,RWA,On-balance sheet exposures,On-balance sheet exposures,E6,A+ to A-,Categorie_template_2,True,,1.9818378634
741,A.1 General,11,35,K35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,RWA,CCR,CCR,E7,A+ to A-,Categorie_template_2,True,,2.1330315067
742,A.1 General,11,35,K35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,RWA,CCR,CCR,E7,A+ to A-,Categorie_template_2,True,,2.1330315067
743,A.1 General,11,35,K35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,RWA,CCR,CCR,E7,A+ to A-,Categorie_template_2,True,,2.1330315067
744,A.1 General,11,35,K35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,RWA,CCR,CCR,E7,A+ to A-,Categorie_template_2,True,,2.1330315067
745,A.1 General,12,35,L35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,RWA,Off-balance sheet exposures,Off-balance sheet exposures,E8,A+ to A-,Categorie_template_2,True,,1.6459275712
746,A.1 General,12,35,L35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,RWA,Off-balance sheet exposures,Off-balance sheet exposures,E8,A+ to A-,Categorie_template_2,True,,1.6459275712
747,A.1 General,12,35,L35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,RWA,Off-balance sheet exposures,Off-balance sheet exposures,E8,A+ to A-,Categorie_template_2,True,,1.6459275712
748,A.1 General,12,35,L35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,RWA,Off-balance sheet exposures,Off-balance sheet exposures,E8,A+ to A-,Categorie_template_2,True,,1.6459275712
749,A.1 General,15,35,O35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,Provisions,Specific provisions,Specific provisions,E11,A+ to A-,Categorie_template_2,True,,1.0994840670000001
750,A.1 General,15,35,O35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,Provisions,Specific provisions,Specific provisions,E11,A+ to A-,Categorie_template_2,True,,1.0994840670000001
751,A.1 General,15,35,O35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,Provisions,Specific provisions,Specific provisions,E11,A+ to A-,Categorie_template_2,True,,1.0994840670000001
752,A.1 General,15,35,O35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,Provisions,Specific provisions,Specific provisions,E11,A+ to A-,Categorie_template_2,True,,1.0994840670000001
753,A.1 General,16,35,P35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,Provisions,General provisions,General provisions,E12,A+ to A-,Categorie_template_2,True,,1.9296093731
754,A.1 General,16,35,P35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,Provisions,General provisions,General provisions,E12,A+ to A-,Categorie_template_2,True,,1.9296093731
755,A.1 General,16,35,P35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,Provisions,General provisions,General provisions,E12,A+ to A-,Categorie_template_2,True,,1.9296093731
756,A.1 General,16,35,P35,ECRA_ST,A+ to A-,Amounts applying national rules at the reporting date,Provisions,General provisions,General provisions,E12,A+ to A-,Categorie_template_2,True,,1.9296093731
757,A.1 General,17,35,Q35,ECRA_ST,A+ to A-,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,,,,A+ to A-,Categorie_template_2,False,,
758,A.1 General,17,35,Q35,ECRA_ST,A+ to A-,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,,,,A+ to A-,Categorie_template_2,False,,
759,A.1 General,17,35,Q35,ECRA_ST,A+ to A-,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,,,,A+ to A-,Categorie_template_2,False,,
760,A.1 General,17,35,Q35,ECRA_ST,A+ to A-,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,,,,A+ to A-,Categorie_template_2,False,,
761,A.1 General,18,35,R35,ECRA_ST,A+ to A-,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,On-balance sheet exposures (post-CRM),On-balance sheet exposures (post-CRM),E13,A+ to A-,Categorie_template_2,True,,0.8945931344
762,A.1 General,18,35,R35,ECRA_ST,A+ to A-,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,On-balance sheet exposures (post-CRM),On-balance sheet exposures (post-CRM),E13,A+ to A-,Categorie_template_2,True,,0.8945931344
763,A.1 General,18,35,R35,ECRA_ST,A+ to A-,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,On-balance sheet exposures (post-CRM),On-balance sheet exposures (post-CRM),E13,A+ to A-,Categorie_template_2,True,,0.8945931344
764,A.1 General,18,35,R35,ECRA_ST,A+ to A-,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,On-balance sheet exposures (post-CRM),On-balance sheet exposures (post-CRM),E13,A+ to A-,Categorie_template_2,True,,0.8945931344
765,A.1 General,19,35,S35,ECRA_ST,A+ to A-,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,Total,E14,A+ to A-,Categorie_template_2,True,,1.1674291288
766,A.1 General,19,35,S35,ECRA_ST,A+ to A-,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,Total,E14,A+ to A-,Categorie_template_2,True,,1.1674291288
767,A.1 General,19,35,S35,ECRA_ST,A+ to A-,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,Total,E14,A+ to A-,Categorie_template_2,True,,1.1674291288
768,A.1 General,19,35,S35,ECRA_ST,A+ to A-,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,Total,E14,A+ to A-,Categorie_template_2,True,,1.1674291288
769,A.1 General,20,35,T35,ECRA_ST,A+ to A-,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,of which: CCR internal models,E15,A+ to A-,Categorie_template_2,True,,1.2899349393
770,A.1 General,20,35,T35,ECRA_ST,A+ to A-,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,of which: CCR internal models,E15,A+ to A-,Categorie_template_2,True,,1.2899349393
