,PANEL,abscisse,ordinate,coord,H_Level_1,H_Level_2,V_Level_1,V_Level_2,V_Level_3,V_Level_4,Target,Modality,Level_1,Performed,Query_number,Result
1086,A.1 General,8,41,H41,SCRA_LT,Grade A (30% risk weight),Amounts applying national rules at the reporting date,Exposures post substitution,Off-balance sheet exposures (post-CCF post-CRM),Off-balance sheet exposures (post-CCF post-CRM),E4,Grade A (30% risk weight),Categorie_template_2,False,,
1087,A.1 General,10,41,J41,SCRA_LT,Grade A (30% risk weight),Amounts applying national rules at the reporting date,RWA,On-balance sheet exposures,On-balance sheet exposures,E6,Grade A (30% risk weight),Categorie_template_2,False,,
1088,A.1 General,11,41,K41,SCRA_LT,Grade A (30% risk weight),Amounts applying national rules at the reporting date,RWA,CCR,CCR,E7,Grade A (30% risk weight),Categorie_template_2,False,,
1089,A.1 General,12,41,L41,SCRA_LT,Grade A (30% risk weight),Amounts applying national rules at the reporting date,RWA,Off-balance sheet exposures,Off-balance sheet exposures,E8,Grade A (30% risk weight),Categorie_template_2,False,,
1090,A.1 General,15,41,O41,SCRA_LT,Grade A (30% risk weight),Amounts applying national rules at the reporting date,Provisions,Specific provisions,Specific provisions,E11,Grade A (30% risk weight),Categorie_template_2,False,,
1091,A.1 General,16,41,P41,SCRA_LT,Grade A (30% risk weight),Amounts applying national rules at the reporting date,Provisions,General provisions,General provisions,E12,Grade A (30% risk weight),Categorie_template_2,False,,
1092,A.1 General,17,41,Q41,SCRA_LT,Grade A (30% risk weight),Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,,,,Grade A (30% risk weight),Categorie_template_2,False,,
1093,A.1 General,18,41,R41,SCRA_LT,Grade A (30% risk weight),Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,On-balance sheet exposures (post-CRM),On-balance sheet exposures (post-CRM),E13,Grade A (30% risk weight),Categorie_template_2,False,,
1094,A.1 General,19,41,S41,SCRA_LT,Grade A (30% risk weight),Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,Total,E14,Grade A (30% risk weight),Categorie_template_2,False,,
1095,A.1 General,20,41,T41,SCRA_LT,Grade A (30% risk weight),Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,of which: CCR internal models,E15,Grade A (30% risk weight),Categorie_template_2,False,,
1096,A.1 General,21,41,U41,SCRA_LT,Grade A (30% risk weight),Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,,,,Grade A (30% risk weight),Categorie_template_2,False,,
1097,A.1 General,22,41,V41,SCRA_LT,Grade A (30% risk weight),Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,Off-balance sheet exposures (post-CCF post-CRM),Off-balance sheet exposures (post-CCF post-CRM),E16,Grade A (30% risk weight),Categorie_template_2,False,,
1098,A.1 General,24,41,X41,SCRA_LT,Grade A (30% risk weight),Amounts applying revised rules for SA and for CCR exposures,RWA,On-balance sheet exposures,On-balance sheet exposures,E18,Grade A (30% risk weight),Categorie_template_2,False,,
1099,A.1 General,25,41,Y41,SCRA_LT,Grade A (30% risk weight),Amounts applying revised rules for SA and for CCR exposures,RWA,CCR,CCR,E19,Grade A (30% risk weight),Categorie_template_2,False,,
1100,A.1 General,26,41,Z41,SCRA_LT,Grade A (30% risk weight),Amounts applying revised rules for SA and for CCR exposures,RWA,Off-balance sheet exposures,Off-balance sheet exposures,E20,Grade A (30% risk weight),Categorie_template_2,False,,
1101,A.1 General,30,41,AD41,SCRA_LT,Grade A (30% risk weight),SA-CCR,"CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","Exposures
(post-CCF, post-CRM)",E23,Grade A (30% risk weight),Categorie_template_2,False,,
1102,A.1 General,31,41,AE41,SCRA_LT,Grade A (30% risk weight),SA-CCR,"CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)",Difference in RWA,E24,Grade A (30% risk weight),Categorie_template_2,False,,
1103,A.1 General,32,41,AF41,SCRA_LT,Grade A (30% risk weight),Output floor,"Full non-modelling approach
Leave empty if IMM not applied","Exposures 
(post-CCF, post-CRM)",Total,E25,Grade A (30% risk weight),Categorie_template_2,False,,
1104,A.1 General,33,41,AG41,SCRA_LT,Grade A (30% risk weight),Output floor,"Full non-modelling approach
Leave empty if IMM not applied","Exposures 
(post-CCF, post-CRM)",of which: CCR,E26,Grade A (30% risk weight),Categorie_template_2,False,,
1105,A.1 General,34,41,AH41,SCRA_LT,Grade A (30% risk weight),Output floor,"Full non-modelling approach
Leave empty if IMM not applied",RWA,RWA,E27,Grade A (30% risk weight),Categorie_template_2,False,,
1106,A.1 General,36,41,AJ41,SCRA_LT,Grade A (30% risk weight),EU-specific: transitional SA-CCR application for credit risk output floor,"Full non-modelling approach 
Use of SA-CCR with alpha = 1 for CCR exposures calculated under the IMM for RWA not subject to a floor, and CR-SA for RWA calculation
Leave empty if IMM not applied","Exposures
(post-CCF, post-CRM)",of which: CCR,E29,Grade A (30% risk weight),Categorie_template_2,False,,
1107,A.1 General,3,42,C42,SCRA_LT,Grade A (40% risk weight),Amounts applying national rules at the reporting date,Exposures post substitution,,,,Grade A (40% risk weight),Categorie_template_2,False,,
1108,A.1 General,4,42,D42,SCRA_LT,Grade A (40% risk weight),Amounts applying national rules at the reporting date,Exposures post substitution,On-balance sheet exposures (post-CRM),On-balance sheet exposures (post-CRM),E1,Grade A (40% risk weight),Categorie_template_2,False,,
1109,A.1 General,5,42,E42,SCRA_LT,Grade A (40% risk weight),Amounts applying national rules at the reporting date,Exposures post substitution,CCR,Total,E2,Grade A (40% risk weight),Categorie_template_2,False,,
1110,A.1 General,6,42,F42,SCRA_LT,Grade A (40% risk weight),Amounts applying national rules at the reporting date,Exposures post substitution,CCR,of which: CCR internal models,E3,Grade A (40% risk weight),Categorie_template_2,False,,
1111,A.1 General,7,42,G42,SCRA_LT,Grade A (40% risk weight),Amounts applying national rules at the reporting date,Exposures post substitution,,,,Grade A (40% risk weight),Categorie_template_2,False,,
1112,A.1 General,8,42,H42,SCRA_LT,Grade A (40% risk weight),Amounts applying national rules at the reporting date,Exposures post substitution,Off-balance sheet exposures (post-CCF post-CRM),Off-balance sheet exposures (post-CCF post-CRM),E4,Grade A (40% risk weight),Categorie_template_2,False,,
1113,A.1 General,10,42,J42,SCRA_LT,Grade A (40% risk weight),Amounts applying national rules at the reporting date,RWA,On-balance sheet exposures,On-balance sheet exposures,E6,Grade A (40% risk weight),Categorie_template_2,False,,
1114,A.1 General,11,42,K42,SCRA_LT,Grade A (40% risk weight),Amounts applying national rules at the reporting date,RWA,CCR,CCR,E7,Grade A (40% risk weight),Categorie_template_2,False,,
1115,A.1 General,12,42,L42,SCRA_LT,Grade A (40% risk weight),Amounts applying national rules at the reporting date,RWA,Off-balance sheet exposures,Off-balance sheet exposures,E8,Grade A (40% risk weight),Categorie_template_2,False,,
1116,A.1 General,15,42,O42,SCRA_LT,Grade A (40% risk weight),Amounts applying national rules at the reporting date,Provisions,Specific provisions,Specific provisions,E11,Grade A (40% risk weight),Categorie_template_2,False,,
1117,A.1 General,16,42,P42,SCRA_LT,Grade A (40% risk weight),Amounts applying national rules at the reporting date,Provisions,General provisions,General provisions,E12,Grade A (40% risk weight),Categorie_template_2,False,,
1118,A.1 General,17,42,Q42,SCRA_LT,Grade A (40% risk weight),Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,,,,Grade A (40% risk weight),Categorie_template_2,False,,
1119,A.1 General,18,42,R42,SCRA_LT,Grade A (40% risk weight),Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,On-balance sheet exposures (post-CRM),On-balance sheet exposures (post-CRM),E13,Grade A (40% risk weight),Categorie_template_2,False,,
1120,A.1 General,19,42,S42,SCRA_LT,Grade A (40% risk weight),Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,Total,E14,Grade A (40% risk weight),Categorie_template_2,False,,
1121,A.1 General,20,42,T42,SCRA_LT,Grade A (40% risk weight),Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,of which: CCR internal models,E15,Grade A (40% risk weight),Categorie_template_2,False,,
1122,A.1 General,21,42,U42,SCRA_LT,Grade A (40% risk weight),Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,,,,Grade A (40% risk weight),Categorie_template_2,False,,
1123,A.1 General,22,42,V42,SCRA_LT,Grade A (40% risk weight),Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,Off-balance sheet exposures (post-CCF post-CRM),Off-balance sheet exposures (post-CCF post-CRM),E16,Grade A (40% risk weight),Categorie_template_2,False,,
1124,A.1 General,24,42,X42,SCRA_LT,Grade A (40% risk weight),Amounts applying revised rules for SA and for CCR exposures,RWA,On-balance sheet exposures,On-balance sheet exposures,E18,Grade A (40% risk weight),Categorie_template_2,False,,
1125,A.1 General,25,42,Y42,SCRA_LT,Grade A (40% risk weight),Amounts applying revised rules for SA and for CCR exposures,RWA,CCR,CCR,E19,Grade A (40% risk weight),Categorie_template_2,False,,
1126,A.1 General,26,42,Z42,SCRA_LT,Grade A (40% risk weight),Amounts applying revised rules for SA and for CCR exposures,RWA,Off-balance sheet exposures,Off-balance sheet exposures,E20,Grade A (40% risk weight),Categorie_template_2,False,,
1127,A.1 General,30,42,AD42,SCRA_LT,Grade A (40% risk weight),SA-CCR,"CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","Exposures
(post-CCF, post-CRM)",E23,Grade A (40% risk weight),Categorie_template_2,False,,
1128,A.1 General,31,42,AE42,SCRA_LT,Grade A (40% risk weight),SA-CCR,"CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)",Difference in RWA,E24,Grade A (40% risk weight),Categorie_template_2,False,,
1129,A.1 General,32,42,AF42,SCRA_LT,Grade A (40% risk weight),Output floor,"Full non-modelling approach
Leave empty if IMM not applied","Exposures 
(post-CCF, post-CRM)",Total,E25,Grade A (40% risk weight),Categorie_template_2,False,,
1130,A.1 General,33,42,AG42,SCRA_LT,Grade A (40% risk weight),Output floor,"Full non-modelling approach
Leave empty if IMM not applied","Exposures 
(post-CCF, post-CRM)",of which: CCR,E26,Grade A (40% risk weight),Categorie_template_2,False,,
1131,A.1 General,34,42,AH42,SCRA_LT,Grade A (40% risk weight),Output floor,"Full non-modelling approach
Leave empty if IMM not applied",RWA,RWA,E27,Grade A (40% risk weight),Categorie_template_2,False,,
1132,A.1 General,36,42,AJ42,SCRA_LT,Grade A (40% risk weight),EU-specific: transitional SA-CCR application for credit risk output floor,"Full non-modelling approach 
Use of SA-CCR with alpha = 1 for CCR exposures calculated under the IMM for RWA not subject to a floor, and CR-SA for RWA calculation
Leave empty if IMM not applied","Exposures
(post-CCF, post-CRM)",of which: CCR,E29,Grade A (40% risk weight),Categorie_template_2,False,,
1133,A.1 General,3,43,C43,SCRA_LT,Grade B,Amounts applying national rules at the reporting date,Exposures post substitution,,,,Grade B,Categorie_template_2,False,,
1134,A.1 General,3,43,C43,SCRA_LT,Grade B,Amounts applying national rules at the reporting date,Exposures post substitution,,,,Grade B,Categorie_template_2,False,,
1135,A.1 General,4,43,D43,SCRA_LT,Grade B,Amounts applying national rules at the reporting date,Exposures post substitution,On-balance sheet exposures (post-CRM),On-balance sheet exposures (post-CRM),E1,Grade B,Categorie_template_2,False,,
1136,A.1 General,4,43,D43,SCRA_LT,Grade B,Amounts applying national rules at the reporting date,Exposures post substitution,On-balance sheet exposures (post-CRM),On-balance sheet exposures (post-CRM),E1,Grade B,Categorie_template_2,False,,
1137,A.1 General,5,43,E43,SCRA_LT,Grade B,Amounts applying national rules at the reporting date,Exposures post substitution,CCR,Total,E2,Grade B,Categorie_template_2,False,,
1138,A.1 General,5,43,E43,SCRA_LT,Grade B,Amounts applying national rules at the reporting date,Exposures post substitution,CCR,Total,E2,Grade B,Categorie_template_2,False,,
1139,A.1 General,6,43,F43,SCRA_LT,Grade B,Amounts applying national rules at the reporting date,Exposures post substitution,CCR,of which: CCR internal models,E3,Grade B,Categorie_template_2,False,,
1140,A.1 General,6,43,F43,SCRA_LT,Grade B,Amounts applying national rules at the reporting date,Exposures post substitution,CCR,of which: CCR internal models,E3,Grade B,Categorie_template_2,False,,
1141,A.1 General,7,43,G43,SCRA_LT,Grade B,Amounts applying national rules at the reporting date,Exposures post substitution,,,,Grade B,Categorie_template_2,False,,
1142,A.1 General,7,43,G43,SCRA_LT,Grade B,Amounts applying national rules at the reporting date,Exposures post substitution,,,,Grade B,Categorie_template_2,False,,
1143,A.1 General,8,43,H43,SCRA_LT,Grade B,Amounts applying national rules at the reporting date,Exposures post substitution,Off-balance sheet exposures (post-CCF post-CRM),Off-balance sheet exposures (post-CCF post-CRM),E4,Grade B,Categorie_template_2,False,,
1144,A.1 General,8,43,H43,SCRA_LT,Grade B,Amounts applying national rules at the reporting date,Exposures post substitution,Off-balance sheet exposures (post-CCF post-CRM),Off-balance sheet exposures (post-CCF post-CRM),E4,Grade B,Categorie_template_2,False,,
1145,A.1 General,10,43,J43,SCRA_LT,Grade B,Amounts applying national rules at the reporting date,RWA,On-balance sheet exposures,On-balance sheet exposures,E6,Grade B,Categorie_template_2,False,,
1146,A.1 General,10,43,J43,SCRA_LT,Grade B,Amounts applying national rules at the reporting date,RWA,On-balance sheet exposures,On-balance sheet exposures,E6,Grade B,Categorie_template_2,False,,
1147,A.1 General,11,43,K43,SCRA_LT,Grade B,Amounts applying national rules at the reporting date,RWA,CCR,CCR,E7,Grade B,Categorie_template_2,False,,
1148,A.1 General,11,43,K43,SCRA_LT,Grade B,Amounts applying national rules at the reporting date,RWA,CCR,CCR,E7,Grade B,Categorie_template_2,False,,
1149,A.1 General,12,43,L43,SCRA_LT,Grade B,Amounts applying national rules at the reporting date,RWA,Off-balance sheet exposures,Off-balance sheet exposures,E8,Grade B,Categorie_template_2,False,,
1150,A.1 General,12,43,L43,SCRA_LT,Grade B,Amounts applying national rules at the reporting date,RWA,Off-balance sheet exposures,Off-balance sheet exposures,E8,Grade B,Categorie_template_2,False,,
1151,A.1 General,15,43,O43,SCRA_LT,Grade B,Amounts applying national rules at the reporting date,Provisions,Specific provisions,Specific provisions,E11,Grade B,Categorie_template_2,False,,
1152,A.1 General,15,43,O43,SCRA_LT,Grade B,Amounts applying national rules at the reporting date,Provisions,Specific provisions,Specific provisions,E11,Grade B,Categorie_template_2,False,,
1153,A.1 General,16,43,P43,SCRA_LT,Grade B,Amounts applying national rules at the reporting date,Provisions,General provisions,General provisions,E12,Grade B,Categorie_template_2,False,,
1154,A.1 General,16,43,P43,SCRA_LT,Grade B,Amounts applying national rules at the reporting date,Provisions,General provisions,General provisions,E12,Grade B,Categorie_template_2,False,,
1155,A.1 General,17,43,Q43,SCRA_LT,Grade B,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,,,,Grade B,Categorie_template_2,False,,
1156,A.1 General,17,43,Q43,SCRA_LT,Grade B,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,,,,Grade B,Categorie_template_2,False,,
1157,A.1 General,18,43,R43,SCRA_LT,Grade B,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,On-balance sheet exposures (post-CRM),On-balance sheet exposures (post-CRM),E13,Grade B,Categorie_template_2,False,,
1158,A.1 General,18,43,R43,SCRA_LT,Grade B,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,On-balance sheet exposures (post-CRM),On-balance sheet exposures (post-CRM),E13,Grade B,Categorie_template_2,False,,
1159,A.1 General,19,43,S43,SCRA_LT,Grade B,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,Total,E14,Grade B,Categorie_template_2,False,,
1160,A.1 General,19,43,S43,SCRA_LT,Grade B,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,Total,E14,Grade B,Categorie_template_2,False,,
1161,A.1 General,20,43,T43,SCRA_LT,Grade B,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,of which: CCR internal models,E15,Grade B,Categorie_template_2,False,,
1162,A.1 General,20,43,T43,SCRA_LT,Grade B,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,of which: CCR internal models,E15,Grade B,Categorie_template_2,False,,
1163,A.1 General,21,43,U43,SCRA_LT,Grade B,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,,,,Grade B,Categorie_template_2,False,,
1164,A.1 General,21,43,U43,SCRA_LT,Grade B,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,,,,Grade B,Categorie_template_2,False,,
1165,A.1 General,22,43,V43,SCRA_LT,Grade B,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,Off-balance sheet exposures (post-CCF post-CRM),Off-balance sheet exposures (post-CCF post-CRM),E16,Grade B,Categorie_template_2,False,,
1166,A.1 General,22,43,V43,SCRA_LT,Grade B,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,Off-balance sheet exposures (post-CCF post-CRM),Off-balance sheet exposures (post-CCF post-CRM),E16,Grade B,Categorie_template_2,False,,
1167,A.1 General,24,43,X43,SCRA_LT,Grade B,Amounts applying revised rules for SA and for CCR exposures,RWA,On-balance sheet exposures,On-balance sheet exposures,E18,Grade B,Categorie_template_2,False,,
1168,A.1 General,24,43,X43,SCRA_LT,Grade B,Amounts applying revised rules for SA and for CCR exposures,RWA,On-balance sheet exposures,On-balance sheet exposures,E18,Grade B,Categorie_template_2,False,,
1169,A.1 General,25,43,Y43,SCRA_LT,Grade B,Amounts applying revised rules for SA and for CCR exposures,RWA,CCR,CCR,E19,Grade B,Categorie_template_2,False,,
1170,A.1 General,25,43,Y43,SCRA_LT,Grade B,Amounts applying revised rules for SA and for CCR exposures,RWA,CCR,CCR,E19,Grade B,Categorie_template_2,False,,
1171,A.1 General,26,43,Z43,SCRA_LT,Grade B,Amounts applying revised rules for SA and for CCR exposures,RWA,Off-balance sheet exposures,Off-balance sheet exposures,E20,Grade B,Categorie_template_2,False,,
1172,A.1 General,26,43,Z43,SCRA_LT,Grade B,Amounts applying revised rules for SA and for CCR exposures,RWA,Off-balance sheet exposures,Off-balance sheet exposures,E20,Grade B,Categorie_template_2,False,,
1173,A.1 General,30,43,AD43,SCRA_LT,Grade B,SA-CCR,"CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","Exposures
(post-CCF, post-CRM)",E23,Grade B,Categorie_template_2,False,,
1174,A.1 General,30,43,AD43,SCRA_LT,Grade B,SA-CCR,"CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","Exposures
(post-CCF, post-CRM)",E23,Grade B,Categorie_template_2,False,,
1175,A.1 General,31,43,AE43,SCRA_LT,Grade B,SA-CCR,"CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)",Difference in RWA,E24,Grade B,Categorie_template_2,False,,
1176,A.1 General,31,43,AE43,SCRA_LT,Grade B,SA-CCR,"CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)",Difference in RWA,E24,Grade B,Categorie_template_2,False,,
1177,A.1 General,32,43,AF43,SCRA_LT,Grade B,Output floor,"Full non-modelling approach
Leave empty if IMM not applied","Exposures 
(post-CCF, post-CRM)",Total,E25,Grade B,Categorie_template_2,False,,
1178,A.1 General,32,43,AF43,SCRA_LT,Grade B,Output floor,"Full non-modelling approach
Leave empty if IMM not applied","Exposures 
(post-CCF, post-CRM)",Total,E25,Grade B,Categorie_template_2,False,,
1179,A.1 General,33,43,AG43,SCRA_LT,Grade B,Output floor,"Full non-modelling approach
Leave empty if IMM not applied","Exposures 
(post-CCF, post-CRM)",of which: CCR,E26,Grade B,Categorie_template_2,False,,
1180,A.1 General,33,43,AG43,SCRA_LT,Grade B,Output floor,"Full non-modelling approach
Leave empty if IMM not applied","Exposures 
(post-CCF, post-CRM)",of which: CCR,E26,Grade B,Categorie_template_2,False,,
1181,A.1 General,34,43,AH43,SCRA_LT,Grade B,Output floor,"Full non-modelling approach
Leave empty if IMM not applied",RWA,RWA,E27,Grade B,Categorie_template_2,False,,
1182,A.1 General,34,43,AH43,SCRA_LT,Grade B,Output floor,"Full non-modelling approach
Leave empty if IMM not applied",RWA,RWA,E27,Grade B,Categorie_template_2,False,,
1183,A.1 General,36,43,AJ43,SCRA_LT,Grade B,EU-specific: transitional SA-CCR application for credit risk output floor,"Full non-modelling approach 
Use of SA-CCR with alpha = 1 for CCR exposures calculated under the IMM for RWA not subject to a floor, and CR-SA for RWA calculation
Leave empty if IMM not applied","Exposures
(post-CCF, post-CRM)",of which: CCR,E29,Grade B,Categorie_template_2,False,,
1184,A.1 General,36,43,AJ43,SCRA_LT,Grade B,EU-specific: transitional SA-CCR application for credit risk output floor,"Full non-modelling approach 
Use of SA-CCR with alpha = 1 for CCR exposures calculated under the IMM for RWA not subject to a floor, and CR-SA for RWA calculation
Leave empty if IMM not applied","Exposures
(post-CCF, post-CRM)",of which: CCR,E29,Grade B,Categorie_template_2,False,,
1185,A.1 General,3,44,C44,SCRA_LT,Grade C,Amounts applying national rules at the reporting date,Exposures post substitution,,,,Grade C,Categorie_template_2,False,,
1186,A.1 General,3,44,C44,SCRA_LT,Grade C,Amounts applying national rules at the reporting date,Exposures post substitution,,,,Grade C,Categorie_template_2,False,,
1187,A.1 General,4,44,D44,SCRA_LT,Grade C,Amounts applying national rules at the reporting date,Exposures post substitution,On-balance sheet exposures (post-CRM),On-balance sheet exposures (post-CRM),E1,Grade C,Categorie_template_2,False,,
1188,A.1 General,4,44,D44,SCRA_LT,Grade C,Amounts applying national rules at the reporting date,Exposures post substitution,On-balance sheet exposures (post-CRM),On-balance sheet exposures (post-CRM),E1,Grade C,Categorie_template_2,False,,
1189,A.1 General,5,44,E44,SCRA_LT,Grade C,Amounts applying national rules at the reporting date,Exposures post substitution,CCR,Total,E2,Grade C,Categorie_template_2,False,,
1190,A.1 General,5,44,E44,SCRA_LT,Grade C,Amounts applying national rules at the reporting date,Exposures post substitution,CCR,Total,E2,Grade C,Categorie_template_2,False,,
1191,A.1 General,6,44,F44,SCRA_LT,Grade C,Amounts applying national rules at the reporting date,Exposures post substitution,CCR,of which: CCR internal models,E3,Grade C,Categorie_template_2,False,,
1192,A.1 General,6,44,F44,SCRA_LT,Grade C,Amounts applying national rules at the reporting date,Exposures post substitution,CCR,of which: CCR internal models,E3,Grade C,Categorie_template_2,False,,
1193,A.1 General,7,44,G44,SCRA_LT,Grade C,Amounts applying national rules at the reporting date,Exposures post substitution,,,,Grade C,Categorie_template_2,False,,
1194,A.1 General,7,44,G44,SCRA_LT,Grade C,Amounts applying national rules at the reporting date,Exposures post substitution,,,,Grade C,Categorie_template_2,False,,
1195,A.1 General,8,44,H44,SCRA_LT,Grade C,Amounts applying national rules at the reporting date,Exposures post substitution,Off-balance sheet exposures (post-CCF post-CRM),Off-balance sheet exposures (post-CCF post-CRM),E4,Grade C,Categorie_template_2,False,,
1196,A.1 General,8,44,H44,SCRA_LT,Grade C,Amounts applying national rules at the reporting date,Exposures post substitution,Off-balance sheet exposures (post-CCF post-CRM),Off-balance sheet exposures (post-CCF post-CRM),E4,Grade C,Categorie_template_2,False,,
1197,A.1 General,10,44,J44,SCRA_LT,Grade C,Amounts applying national rules at the reporting date,RWA,On-balance sheet exposures,On-balance sheet exposures,E6,Grade C,Categorie_template_2,False,,
1198,A.1 General,10,44,J44,SCRA_LT,Grade C,Amounts applying national rules at the reporting date,RWA,On-balance sheet exposures,On-balance sheet exposures,E6,Grade C,Categorie_template_2,False,,
1199,A.1 General,11,44,K44,SCRA_LT,Grade C,Amounts applying national rules at the reporting date,RWA,CCR,CCR,E7,Grade C,Categorie_template_2,False,,
1200,A.1 General,11,44,K44,SCRA_LT,Grade C,Amounts applying national rules at the reporting date,RWA,CCR,CCR,E7,Grade C,Categorie_template_2,False,,
1201,A.1 General,12,44,L44,SCRA_LT,Grade C,Amounts applying national rules at the reporting date,RWA,Off-balance sheet exposures,Off-balance sheet exposures,E8,Grade C,Categorie_template_2,False,,
1202,A.1 General,12,44,L44,SCRA_LT,Grade C,Amounts applying national rules at the reporting date,RWA,Off-balance sheet exposures,Off-balance sheet exposures,E8,Grade C,Categorie_template_2,False,,
1203,A.1 General,15,44,O44,SCRA_LT,Grade C,Amounts applying national rules at the reporting date,Provisions,Specific provisions,Specific provisions,E11,Grade C,Categorie_template_2,False,,
1204,A.1 General,15,44,O44,SCRA_LT,Grade C,Amounts applying national rules at the reporting date,Provisions,Specific provisions,Specific provisions,E11,Grade C,Categorie_template_2,False,,
1205,A.1 General,16,44,P44,SCRA_LT,Grade C,Amounts applying national rules at the reporting date,Provisions,General provisions,General provisions,E12,Grade C,Categorie_template_2,False,,
1206,A.1 General,16,44,P44,SCRA_LT,Grade C,Amounts applying national rules at the reporting date,Provisions,General provisions,General provisions,E12,Grade C,Categorie_template_2,False,,
1207,A.1 General,17,44,Q44,SCRA_LT,Grade C,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,,,,Grade C,Categorie_template_2,False,,
1208,A.1 General,17,44,Q44,SCRA_LT,Grade C,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,,,,Grade C,Categorie_template_2,False,,
1209,A.1 General,18,44,R44,SCRA_LT,Grade C,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,On-balance sheet exposures (post-CRM),On-balance sheet exposures (post-CRM),E13,Grade C,Categorie_template_2,False,,
1210,A.1 General,18,44,R44,SCRA_LT,Grade C,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,On-balance sheet exposures (post-CRM),On-balance sheet exposures (post-CRM),E13,Grade C,Categorie_template_2,False,,
1211,A.1 General,19,44,S44,SCRA_LT,Grade C,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,Total,E14,Grade C,Categorie_template_2,False,,
1212,A.1 General,19,44,S44,SCRA_LT,Grade C,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,Total,E14,Grade C,Categorie_template_2,False,,
1213,A.1 General,20,44,T44,SCRA_LT,Grade C,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,of which: CCR internal models,E15,Grade C,Categorie_template_2,False,,
1214,A.1 General,20,44,T44,SCRA_LT,Grade C,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,of which: CCR internal models,E15,Grade C,Categorie_template_2,False,,
1215,A.1 General,21,44,U44,SCRA_LT,Grade C,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,,,,Grade C,Categorie_template_2,False,,
1216,A.1 General,21,44,U44,SCRA_LT,Grade C,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,,,,Grade C,Categorie_template_2,False,,
1217,A.1 General,22,44,V44,SCRA_LT,Grade C,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,Off-balance sheet exposures (post-CCF post-CRM),Off-balance sheet exposures (post-CCF post-CRM),E16,Grade C,Categorie_template_2,False,,
1218,A.1 General,22,44,V44,SCRA_LT,Grade C,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,Off-balance sheet exposures (post-CCF post-CRM),Off-balance sheet exposures (post-CCF post-CRM),E16,Grade C,Categorie_template_2,False,,
